book_id,goodreads_book_id,books_count,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
6928,299215,102,Friedrich A. Hayek,1944.0,The Road to Serfdom,The Road to Serfdom,en-US,4.18,11306,13889,820,299,546,2016,4540,6488
6929,18800655,18,Marko Kloos,2013.0,Terms of Enlistment,Terms of Enlistment (Frontlines #1),eng,3.96,12890,15009,983,161,595,3248,6658,4347
6930,18076876,16,Joanna Wylde,2014.0,Reaper's Legacy,"Reaper's Legacy (Reapers MC, #2)",eng,4.27,28046,29069,2182,187,636,3801,10867,13578
6931,41502,42,Diana Gabaldon,2007.0,Lord John and the Brotherhood of the Blade ,"Lord John and the Brotherhood of the Blade  (Lord John Grey, #2)",en-US,3.86,14952,17164,797,271,918,4658,6402,4915
6932,12468,33,Norman Mailer,1979.0,The Executioner's Song,The Executioner's Song,eng,4.07,13829,15169,970,244,677,2693,5730,5825
6933,15755201,41,Robert Crais,2013.0,Suspect,"Suspect (Scott James & Maggie, #1)",eng,4.14,14501,16993,2222,168,458,2735,7120,6512
6934,11359,50,Toni Morrison,1981.0,Tar Baby,Tar Baby,en-CA,3.91,13951,14602,379,201,716,3690,5618,4377
6935,837501,45,William Pène du Bois,1947.0,The Twenty-One Balloons,The Twenty-One Balloons,en-US,3.96,17385,18514,1048,353,1066,4120,6324,6651
6936,13093001,25,John Sandford,2012.0,Stolen Prey,"Stolen Prey (Lucas Davenport, #22)",eng,4.17,13426,16316,1016,97,322,2664,6887,6346
6937,840,38,Donald A. Norman,1988.0,The Psychology of Everyday Things,The Design of Everyday Things,en-US,4.18,11838,15202,1192,88,483,2327,6020,6284
6938,227658,23,Margaret Peterson Haddix,1995.0,Running Out of Time,Running Out of Time,eng,3.98,19126,20326,1291,224,1002,4639,7603,6858
6940,24937499,11,Robert Dugoni,2015.0,,"Her Final Breath (Tracy Crosswhite, #2)",eng,4.27,17504,17819,945,101,303,2186,7401,7828
6941,129616,39,Judith McNaught,1988.0,Something Wonderful,"Something Wonderful (Sequels, #2)",eng,4.33,20049,20929,753,120,464,2671,6877,10797
6942,2003767,70,Nora Roberts,2008.0,Tribute,Tribute,eng,3.92,18811,20535,1003,175,981,5464,7694,6221
6943,46012,58,Debbie Macomber,2001.0,16 Lighthouse Road,"16 Lighthouse Road (Cedar Cove, #1)",eng,4.08,9938,17930,1100,222,617,3654,6444,6993
6945,42631,20,Joanna Weaver,2000.0,Having a Mary Heart in a Martha World: Finding Intimacy With God in the Busyness of Life,Having a Mary Heart in a Martha World: Finding Intimacy With God in the Busyness of Life,en-US,4.16,12501,12838,412,149,469,2232,4284,5704
6946,7636774,29,Laura Lippman,2010.0,I'd Know You Anywhere,I'd Know You Anywhere,en-US,3.47,15337,17587,2055,329,1759,6903,6453,2143
6947,18166936,37,Leslye Walton,2014.0,The Strange and Beautiful Sorrows of Ava Lavender,The Strange and Beautiful Sorrows of Ava Lavender,eng,4.12,18562,21560,4798,388,1066,3384,7410,9312
6948,17349163,24,Joanna Trollope,2013.0,Sense & Sensibility,"Sense & Sensibility (The Austen Project, #1)",eng,3.55,11346,12379,1028,824,1443,3346,3651,3115
6949,12171769,6,Jen Hatmaker,2011.0,,7: An Experimental Mutiny Against Excess,eng,4.13,13434,14325,1476,335,681,2206,4671,6432
6950,7307503,28,Nalini Singh,2011.0,,"Archangel's Consort (Guild Hunter, #3)",en-US,4.24,24487,29119,1404,191,803,4428,10024,13673
6951,264778,10,Anna Lee Waldo,1978.0,Sacajawea,Sacajawea (Lewis & Clark Expedition),eng,4.23,13504,13781,392,122,396,2290,4345,6628
6953,18687079,4,"Gene Luen Yang, Michael Dante DiMartino, Bryan Konietzko, Gurihiru",2014.0,"Avatar: The Last Airbender: The Rift, Part 1","Avatar: The Last Airbender (The Rift, #1)",eng,4.33,10560,10673,201,210,311,1356,2669,6127
6954,12374,52,Richard Ford,1995.0,Independence Day,Independence Day,eng,3.86,11663,12877,634,387,961,2714,4849,3966
6955,2336803,29,Brad Thor,2008.0,The Last Patriot,"The Last Patriot (Scot Harvath, #7)",eng,4.16,12264,14106,669,132,390,2304,5567,5713
6957,18228202,21,Francine Rivers,2014.0,Bridge to Haven,Bridge to Haven,eng,4.07,11325,12877,1037,337,601,2356,4149,5434
6958,16071736,31,J. Courtney Sullivan,2013.0,The Engagements,The Engagements,eng,3.59,8634,15207,1885,420,1388,4828,5964,2607
6960,13640229,8,Kristen Ashley,2012.0,Creed,"Creed (Unfinished Hero, #2)",eng,4.17,26696,28929,1826,381,1125,4594,9929,12900
6962,27213121,53,Daniel Silva,2016.0,The Black Widow,"The Black Widow (Gabriel Allon, #16)",eng,4.34,8822,16975,1608,163,364,1722,6044,8682
6963,434764,9,Stephen E. Robinson,1992.0,Believing Christ: The Parable of the Bicycle and Other Good News,Believing Christ: The Parable of the Bicycle and Other Good News,eng,4.51,12951,13348,818,164,220,1010,3223,8731
6964,10586539,31,Amanda Hocking,2012.0,Wake (Watersong #1),Wake (Watersong #1),en-US,3.7,17833,19962,2243,632,1890,5704,6400,5336
6965,25316313,7,Loreth Anne White,2015.0,,A Dark Lure,en-US,4.14,12579,12655,1117,186,484,2060,4588,5337
6966,17994,64,Simon Singh,1999.0,"The Code Book. How to Make It, Break It, Hack It, Crack It",The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,eng,4.28,12919,15365,912,85,290,1889,6053,7048
6967,67513,29,Karen Chance,2006.0,Touch the Dark,"Touch the Dark (Cassandra Palmer, #1)",eng,3.7,26970,28277,1531,1232,2621,7437,9074,7913
6968,11286,38,Dan Simmons,1989.0,Carrion Comfort,Carrion Comfort,eng,3.89,13285,14794,768,395,934,3401,5236,4828
6969,9858714,9,Lori Brighton,2010.0,The Mind Readers,"The Mind Readers (Mind Readers, #1)",eng,3.76,9825,16567,1302,503,1392,4426,5577,4669
6970,815150,38,Karen Marie Moning,2000.0,The Highlander's Touch ,"The Highlander's Touch (Highlander, #3)",eng,4.15,22072,25398,1050,178,827,4756,9010,10627
6972,353342,33,Avi,2002.0,Crispin: The Cross of Lead,"The Cross of Lead (Crispin, #1)",eng,3.59,18277,19115,1738,866,1836,5728,6524,4161
6973,76667,18,Piers Anthony,1986.0,Wielding a Red Sword,"Wielding a Red Sword (Incarnations of Immortality, #4)",en-US,3.93,16222,16633,223,136,852,4305,6066,5274
6974,18461986,29,Kylie Scott,2015.0,Deep,"Deep (Stage Dive, #4)",eng,4.09,25588,28007,2624,261,1124,5168,10658,10796
6976,7657484,25,"J. Michael Straczynski, Shane Davis, Sandra Hope, Barbara Ciardo, Rob Leigh",2010.0,"Superman: Earth One, Volume 1","Superman: Earth One, Volume 1",eng,3.9,12982,13693,637,410,945,3119,4411,4808
6977,11106458,3,Cassandra Clare,2011.0,The Mortal Instrument Series: City of Bones / City of Ashes / City of Glass / City of Fallen Angels,The Mortal Instruments (The Mortal Instruments #1-4),eng,4.59,13996,14474,376,142,221,940,2851,10320
6978,609035,239,"John Foxe, W. Grinton Berry",1563.0,Foxe's Book of Martyrs,Foxe's Book of Martyrs,en-CA,4.25,12117,13581,254,194,493,2106,3784,7004
6979,60223,28,Rachel Gibson,2003.0,See Jane Score,"See Jane Score (Chinooks Hockey Team, #2)",eng,4.06,20770,21808,656,200,835,4391,8442,7940
6980,17174,17,Michael Dorris,1987.0,A Yellow Raft in Blue Water: A Novel,A Yellow Raft in Blue Water,en-US,3.84,14380,14789,869,312,942,3709,5627,4199
6981,6294549,21,Seanan McGuire,2009.0,Rosemary and Rue,"Rosemary and Rue (October Daye, #1)",en-US,3.74,21030,23038,2091,758,1719,6233,8296,6032
6982,64401,29,Robert Lynn Asprin,1978.0,Another Fine Myth,"Another Fine Myth (Myth Adventures, #1)",en-US,4.03,17018,18048,502,174,728,3856,6853,6437
6983,9279734,15,Elizabeth Reyes,2010.0,Forever Mine ,"Forever Mine (The Moreno Brothers, #1)",en-GB,3.88,18346,22383,1018,631,1440,5223,7815,7274
6984,6617185,38,"Simon Kuper, Stefan Szymanski",2009.0,"Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport","Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport",en-US,3.91,10577,11824,541,278,586,2796,4406,3758
6985,4499214,36,Catherine Fisher,2000.0,Sapphique,"Sapphique (Incarceron, #2)",eng,3.7,16475,19648,1786,475,1717,5784,6838,4834
6987,40482,65,Tess Gerritsen,1996.0,Harvest ,Harvest,eng,4.09,14274,15904,581,84,463,3246,6280,5831
6988,1587362,13,Mark Bittman,2007.0,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,eng,4.08,12262,12372,366,416,524,2113,3916,5403
6989,20801166,22,Sandy   Hall,2014.0,A Little Something Different,A Little Something Different,eng,3.65,14206,16719,3118,733,1571,4722,5545,4148
6990,17349222,18,Ann Patchett,2011.0,This Is the Story of a Happy Marriage,This is the Story of a Happy Marriage,eng,4.03,13126,15190,2565,241,633,2731,6347,5238
6991,7278837,6,Jeff Kinney,2009.0,,Diary of a Wimpy Kid: #1-4,en-US,4.45,10752,10973,434,249,296,1053,2022,7353
6992,7853137,80,John Verdon,2010.0,Think of a Number,"Think of a Number (Dave Gurney, #1)",eng,3.83,11877,17642,1837,304,1106,4490,7171,4571
6993,22151696,6,Lang Leav,2014.0,,Lullabies,eng,4.05,14539,14763,1172,582,893,2413,4236,6639
6994,114203,69,Nora Roberts,2003.0,Birthright,Birthright,eng,3.99,19024,20503,625,166,876,4932,7596,6933
6995,434535,11,James L. Ferrell,2004.0,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,eng,4.41,12313,12528,2150,144,325,1324,3252,7483
6996,64895,43,Mark Kurlansky,1988.0,Cod: A Biography of the Fish that Changed the World,Cod: A Biography of the Fish that Changed the World,eng,3.92,13137,14378,1104,197,627,3465,5958,4131
6997,8167094,38,Brian Greene,2011.0,The Hidden Reality: Parallel Universes and the Search for the Deep Laws of the Cosmos,The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos,eng,4.05,12080,13031,581,263,515,2415,4987,4851
6998,38723,68,"Betty Friedan, Anna Quindlen",1963.0,The Feminine Mystique,The Feminine Mystique,eng,3.85,9823,16455,1137,283,1001,4182,6432,4557
6999,48862,96,"Graham Greene, J.M. Coetzee",1938.0,Brighton Rock,Brighton Rock,eng,3.72,13871,16340,1000,295,1208,4767,6561,3509
7001,6452760,34,"Greg Mortenson, Khaled Hosseini",2009.0,"Stones into Schools: Promoting Peace with Books, Not Bombs, in Afghanistan and Pakistan","Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan",eng,3.86,13543,14741,1786,430,907,3490,5407,4507
7002,3009435,67,Toni Morrison,2008.0,A Mercy,A Mercy,en-US,3.65,14707,16104,2301,494,1493,4653,5926,3538
7003,825,30,Neal Stephenson,1988.0,Zodiac,Zodiac,eng,3.7,13353,14803,569,118,920,4989,6026,2750
7004,23675858,22,A.G. Riddle,2014.0,Departure,Departure,eng,3.79,11143,12344,1132,254,880,3201,4847,3162
7005,9799572,6,Kristen Ashley,2010.0,,"Rock Chick Redemption (Rock Chick, #3)",en-GB,4.43,25766,28315,1502,110,324,2717,9326,15838
7006,16335,212,Agatha Christie,1928.0,The Mystery of the Blue Train,"The Mystery of the Blue Train (Hercule Poirot, #6)",eng,3.77,17011,21095,1032,142,1142,6739,8463,4609
7007,10808006,45,"James Patterson, Maxine Paetro",2011.0,Private:  #1 Suspect,"Private #1 Suspect (Private, #2)",eng,3.95,13428,16409,967,161,684,3993,6623,4948
7008,14295,25,George Saunders,2000.0,Pastoralia,Pastoralia,eng,4.11,10786,13719,1108,143,473,2277,5621,5205
7010,1085771,25,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007.0,The Walking Dead V 7,"The Walking Dead, Vol. 07: The Calm Before",eng,4.27,16769,17560,584,54,310,2546,6516,8134
7012,175319,22,Robert A. Heinlein,1958.0,Methuselah's Children,Methuselah's Children,en-US,3.98,15028,15995,219,130,649,3799,6231,5186
7013,12663646,13,Lauren Oliver,2011.0,Hana,"Hana (Delirium, #1.5)",eng,3.63,20107,21357,1886,286,1918,7603,7063,4487
7014,102955,11,"Garth Ennis, Steve Dillon, John McCrea",2000.0,"Preacher, Volume 8: All Hell's a-Coming","Preacher, Volume 8: All Hell's a-Coming",eng,4.33,14300,14514,172,160,387,1738,4431,7798
7015,6356190,7,"Stephen King, Michael Whelan",2008.0,The Little Sisters of Eluria,"The Little Sisters of Eluria (The Dark Tower, #0.5)",eng,4.24,14287,14401,161,140,431,2336,4454,7040
7016,773480,11,"Stan Berenstain, Jan Berenstain",1968.0,"Inside, Outside, Upside Down","Inside, Outside, Upside Down (Berenstain Bears Bright and Early Board Book)",eng,4.13,15032,15184,124,230,744,3161,3680,7369
7017,6574542,38,Robert Crais,2010.0,The First Rule,"The First Rule (Elvis Cole, #13; Joe Pike, #2)",en-US,4.2,14169,15610,808,65,279,2426,6481,6359
7018,483445,42,David Colbert,2001.0,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts","The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",eng,3.96,13820,15145,267,329,1125,3766,3593,6332
7019,825377,23,Peter H. Reynolds,2003.0,The Dot,The Dot,en-US,4.26,17436,17666,1113,529,700,2316,4310,9811
7020,6407514,12,Shannon Hale,2009.0,Forest Born,"Forest Born (The Books of Bayern, #4)",en-US,4.01,20603,21243,2049,156,917,4782,8053,7335
7021,34605,43,Clive Barker,1985.0,The Damnation Game,The Damnation Game,eng,3.82,14299,15328,373,290,989,4119,5713,4217
7023,381489,25,Kate Brian,2006.0,Private,"Private (Private, #1)",eng,3.81,16556,17054,978,765,1530,3890,4932,5937
7025,26506,52,Danielle Steel,2007.0,Sisters,Sisters,eng,3.81,13621,14641,1065,482,1125,3697,4715,4622
7026,337116,57,"William Gibson, Bruce Sterling",1990.0,The Difference Engine,The Difference Engine ,en-US,3.41,14517,16086,910,685,2316,5485,4984,2616
7029,11233988,27,Jon Klassen,2011.0,I Want My Hat Back,I Want My Hat Back,eng,4.39,18489,18928,2240,283,461,1919,5136,11129
7030,239109,24,R.A. Salvatore,2003.0,The Lone Drow,"The Lone Drow (Forgotten Realms: Hunter's Blades, #2; Legend of Drizzt, #15)",en-US,4.15,12877,13780,135,86,535,2492,4824,5843
7033,25671861,25,Jeffrey Archer,2016.0,Cometh the Hour,"Cometh the Hour (The Clifton Chronicles, #6)",eng,4.13,7197,16257,1078,211,546,2593,6464,6443
7034,11469379,37,Corban Addison,2011.0,A Walk Across the Sun,A Walk Across the Sun,en-US,4.13,12091,13556,1779,168,443,2134,5477,5334
7035,1126719,30,Alastair Reynolds,2008.0,House of Suns,House of Suns,eng,4.19,13033,14763,767,84,362,2219,6115,5983
7036,18813530,11,Bella Forrest,2013.0,,"A Shadow of Light (A Shade of Vampire, #4)",eng,4.1,16380,16620,560,164,706,3229,5692,6829
7037,391724,158,Edgar Allan Poe,1843.0,The Black Cat,The Black Cat,eng,4.07,16132,18899,1028,217,807,3645,6972,7258
7038,102327,15,John Steakley,1984.0,Armor,Armor,eng,4.12,13330,14170,716,274,682,2358,4618,6238
7039,19312,92,"Astrid Lindgren, Ilon Wikland, Jill M. Morgan",1973.0,Bröderna Lejonhjärta,The Brothers Lionheart,eng,4.35,16325,20233,613,211,518,2379,5898,11227
7040,15793165,14,Lisa Scottoline,2013.0,,Don't Go,eng,3.72,13056,14965,1731,357,1243,4224,5539,3602
7041,268598,57,"J.D. Robb, Susan Ericksen",1999.0,Loyalty in Death,"Loyalty in Death (In Death, #9)",en-GB,4.3,19219,22372,690,37,256,3122,8505,10452
7042,262229,51,Sue Grafton,2002.0,"""Q"" is for Quarry","Q is for Quarry (Kinsey Millhone, #17)",eng,3.91,17505,19290,704,106,594,5323,8167,5100
7044,1373381,45,Jojo Moyes,2005.0,The Ship of Brides,The Ship of Brides,en-US,3.74,12821,16875,1863,277,1048,4952,7066,3532
7045,462684,50,"Jacqueline Wilson, Nick Sharratt",1991.0,The Story of Tracy Beaker,The Story of Tracy Beaker,eng,3.69,14772,15313,382,551,1470,4540,4373,4379
7046,543103,28,Evan Wright,2004.0,Generation Kill,"Generation Kill: Devil Dogs, Iceman, Captain America, and the New Face of American War",en-US,4.25,11680,13447,747,55,288,1819,5303,5982
7047,32453,62,"Leigh Nichols, Dean Koontz",1984.0,Twilight,The Servants of Twilight,eng,3.81,14476,15878,274,191,1017,4824,5482,4364
7048,2033217,66,Daniel Silva,2008.0,Moscow Rules,"Moscow Rules (Gabriel Allon, #8)",eng,4.17,13558,15823,884,69,317,2611,6739,6087
7049,25733983,27,Hope Jahren,2016.0,Lab Girl,Lab Girl,eng,4.04,16594,19798,3321,425,900,3506,7585,7382
7050,2157243,48,Derek Landy,2008.0,Playing with Fire,"Playing with Fire (Skulduggery Pleasant, #2)",en-US,4.31,15533,18533,1013,73,338,2536,6358,9228
7052,130916,38,Patricia Gaffney,1999.0,The Saving Graces,The Saving Graces,en-US,3.78,13969,14327,663,196,840,4437,5283,3571
7053,272607,63,Harlan Coben,1996.0,Fade Away,Fade Away (Myron Bolitar #3),eng,3.99,14679,17622,773,59,380,4077,8262,4844
7055,84927,25,Peter Shaffer,1979.0,Amadeus,Amadeus,eng,4.2,14285,14528,193,186,448,2359,4869,6666
7056,62485,17,R.A. Salvatore,2000.0,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3)","The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)",en-US,4.28,11293,12741,213,76,368,1857,4102,6338
7057,12753231,30,Emmy Laybourne,2012.0,Monument 14,"Monument 14 (Monument 14, #1)",eng,3.89,17360,18739,2649,463,1196,4256,6796,6028
7058,251964,18,Jude Deveraux,1980.0,The Black Lyon,"The Black Lyon (Montgomery/Taggert, #1)",eng,3.99,14456,15837,329,380,847,3437,5036,6137
7059,12542,16,Anne Lamott,2007.0,Grace [Eventually]: Thoughts on Faith,Grace (Eventually): Thoughts on Faith,en-US,3.98,12863,13561,1053,215,636,2927,5235,4548
7060,335459,3,Martha Stewart,2007.0,Everyday Food: Great Food Fast,Everyday Food: Great Food Fast,eng,3.93,11969,11973,145,394,752,2625,3689,4513
7061,17831617,20,Christina Lauren,2013.0,Beautiful Bombshell,"Beautiful Bombshell (Beautiful Bastard, #2.5)",en-US,4.06,23755,24452,1185,232,1103,4985,8767,9365
7062,12743472,27,Teri Terry,2012.0,Slated,"Slated (Slated, #1)",eng,4.07,17404,19805,2404,272,868,3661,7489,7515
7064,108385,37,Christine Feehan,2000.0,Dark Gold (Dark #3),"Dark Gold (Dark, #3)",eng,4.16,19210,20961,562,193,888,3795,6555,9530
7065,5957702,54,Kathy Reichs,2009.0,206 Bones,"206 Bones (Temperance Brennan, #12)",en-US,3.92,17160,19519,1126,177,810,5006,7889,5637
7066,6076387,38,Lorrie Moore,2009.0,A Gate at the Stairs,A Gate at the Stairs,eng,3.14,13590,15214,3050,1135,2946,5374,4165,1594
7067,8593026,9,Rebecca Forster,2004.0,Hostile Witness,"Hostile Witness (Witness Series, #1)",eng,3.72,8031,14749,1265,399,1039,4283,5605,3423
7068,929782,398,"Jack London, Andrew Sinclair",1909.0,Martin Eden,Martin Eden,eng,4.39,12744,14933,741,134,398,1627,4159,8615
7070,1632833,55,Conn Iggulden,2008.0,"Lords of the Bow (Conqueror, #2)","Genghis: Lords of the Bow (Conqueror, #2)",eng,4.31,11600,13612,529,26,181,1555,5589,6261
7072,13227319,15,"Brian Azzarello, Cliff Chiang, Tony Akins, Dan Green, Matthew Wilson, Jared K. Fletcher",2012.0,"Wonder Woman, Volume 1: Blood","Wonder Woman, Volume 1: Blood",eng,3.87,15698,16945,921,622,1095,3896,5589,5743
7073,20348781,19,Brittainy C. Cherry,2014.0,Loving Mr. Daniels,Loving Mr. Daniels,eng,4.28,18058,21909,3106,372,805,2733,6420,11579
7074,13020,401,"William Shakespeare, David Scott Kastan",1597.0,The History of Henry the Fourth,"King Henry IV, Part 1 (Wars of the Roses, #2)",eng,3.81,14988,18748,685,331,1437,5048,6531,5401
7075,159061,8,Ed Emberley,1992.0,"Go Away, Big Green Monster!","Go Away, Big Green Monster!",eng,4.21,14322,14417,437,236,633,2440,3711,7397
7076,6606855,15,"Jinsei Kataoka, Kazuma Kondou",2007.0,デッドマン・ワンダーランド 1,"Deadman Wonderland, Volume 1 (Deadman Wonderland, #1)",eng,4.2,12932,13675,307,240,587,2204,3826,6818
7077,15096257,13,Linda Lafferty,2012.0,The Bloodletter's Daughter: A Novel of Old Bohemia,The Bloodletter's Daughter: A Novel of Old Bohemia,eng,3.75,7654,13269,1185,304,951,3620,5308,3086
7078,243308,6,Robert Harling,1988.0,,Steel Magnolias (DPS Acting Edition),eng,4.24,14651,14660,60,173,512,2204,4434,7337
7079,11666,47,John Updike,1990.0,Rabbit at Rest,Rabbit at Rest (Rabbit Angstrom #4),eng,3.96,12221,12685,406,348,716,2490,4642,4489
7080,32426,53,"David Axton, Dean Koontz",1976.0,Prison of Ice ,Icebound,eng,3.73,15271,16024,376,361,1328,4987,5007,4341
7082,382450,63,George R.R. Martin,1982.0,Fevre Dream,Fevre Dream,eng,3.85,12708,16199,1561,224,906,4083,6919,4067
7083,819667,14,"Caralyn Buehner, Mark Buehner",2002.0,Snowmen at Night,Snowmen at Night,en-US,4.23,15697,15854,408,170,554,2706,4494,7930
7084,25802884,6,Alessandra Torre,2015.0,Hollywood Dirt,"Hollywood Dirt (Hollywood Dirt, #1)",eng,4.12,20467,22104,2538,346,829,3635,8343,8951
7085,15769463,14,Tara Sivec,2012.0,Futures and Frosting,"Futures and Frosting (Chocolate Lovers, #2)",eng,4.28,16341,22833,1815,255,616,2964,7587,11411
7086,99955,16,"Thomas Paine, Sidney Hook, Jack Fruchtman Jr.",1776.0,,"Common Sense, The Rights of Man and Other Essential Writings",eng,4.12,13088,13165,122,103,465,2593,4529,5475
7087,18054175,47,Matthew Quick,2014.0,The Good Luck of Right Now,The Good Luck of Right Now,eng,3.61,12230,14725,2320,444,1270,4595,5740,2676
7088,1605034,45,Alexander McCall Smith,2008.0,The Miracle at Speedy Motors ,"The Miracle at Speedy Motors (No.1 Ladies' Detective Agency, #9)",en-US,4.09,16887,18599,1200,33,316,3657,8582,6011
7089,3759,131,Ian Fleming,1959.0,Goldfinger,"Goldfinger (James Bond, #7)",eng,3.8,13267,15321,689,151,810,4545,6213,3602
7091,12988089,15,Richard Paul Evans,2012.0,Rise of the Elgen,"Rise of the Elgen (Michael Vey, #2)",eng,4.29,15152,16060,1473,112,378,2190,5428,7952
7092,103035,45,Clive Barker,1988.0,Cabal,Cabal,en-US,3.92,13557,15140,374,189,698,3823,5780,4650
7094,30314465,29,David Baldacci,2016.0,No Man's Land,"No Man's Land (John Puller, #4)",eng,4.19,8834,19699,1301,180,526,2964,7745,8284
7095,144127,32,David Farland,1998.0,The Sum of All Men,The Runelords (Runelords #1),en-US,3.74,14938,15694,411,389,1271,4295,5826,3913
7096,17329041,30,Suzanne Rindell,2013.0,The Other Typist,The Other Typist,en-GB,3.55,7107,14844,2515,411,1484,4764,5870,2315
7097,22428828,15,"Cassandra Clare, Sarah Rees Brennan",2015.0,,"Welcome to Shadowhunter Academy (Tales from the Shadowhunter Academy, #1)",eng,4.1,17740,18575,1993,271,600,3507,6749,7448
7098,35125,45,Alan Dean Foster,1979.0,Alien,Alien,eng,4.08,13669,14259,272,178,576,2908,4859,5738
7099,8805443,40,Robert Crais,2011.0,The Sentry,"The Sentry (Elvis Cole, #14; Joe Pike, #3)",eng,4.2,14248,15561,837,79,314,2351,6471,6346
7100,13111733,14,J.M. Darhower,2014.0,Sempre,"Sempre (Sempre, #1)",eng,4.21,14217,23525,2491,662,1036,3140,6659,12028
7101,17333171,16,Ilona Andrews,2015.0,Magic Shifts,"Magic Shifts (Kate Daniels, #8)",eng,4.47,16363,20829,1808,41,156,1727,6946,11959
7103,6678,68,"Roald Dahl, Quentin Blake",1986.0,Going Solo,Going Solo,eng,4.04,14086,16071,986,146,656,3345,6185,5739
7104,517344,34,"Sara Pennypacker, Marla Frazee",2006.0,"Clementine (Clementine, #1)","Clementine (Clementine, #1)",en-US,3.9,15584,16189,1602,501,1126,3690,5098,5774
7105,8752885,23,Daniel Abraham,2011.0,The Dragon's Path,"The Dragon's Path (The Dagger and the Coin, #1)",eng,3.78,13508,15494,1117,311,893,4059,6860,3371
7106,402128,89,"T.S. Eliot, Edward Gorey",1939.0,Old Possum's Book of Practical Cats,Old Possum's Book of Practical Cats,en-US,4.09,15410,17494,852,256,785,3349,5873,7231
7107,25106926,28,Philippa Gregory,2015.0,The Taming of the Queen,"The Taming of the Queen (The Plantagenet and Tudor Novels, #11)",eng,3.89,9793,15631,1538,192,738,3824,6690,4187
7109,39792,92,"Henning Mankell, Laurie Thompson",1994.0,Mannen som log,"The Man Who Smiled (Kurt Wallander, #4)",eng,3.93,12545,15130,661,128,522,3614,6932,3934
7110,16012,11,Ai Yazawa,2000.0,Paradise Kiss 1,"Paradise Kiss, Vol. 1 (Paradise Kiss, #1)",eng,4.11,14065,14196,191,423,791,2447,3672,6863
7111,4485966,33,Geoff Colvin,2008.0,Talent Is Overrated: What Really Separates World-Class Performers from Everybody Else,Talent is Overrated: What Really Separates World-Class Performers from Everybody Else,en-US,3.96,12511,13454,816,201,656,3024,5118,4455
7112,3122173,20,Sherrilyn Kenyon,2008.0,One Silent Night,One Silent Night (Dark-Hunter #15),eng,4.13,21869,23318,750,183,994,4558,7546,10037
7113,61906,45,Lois McMaster Bujold,1986.0,The Warrior's Apprentice,"The Warrior's Apprentice (Vorkosigan Saga, #2)",eng,4.29,15782,17960,914,48,302,2284,7012,8314
7115,62103,6,"George C. Perry, Clive Barda, Jane Rice, Andrew Lloyd Webber",1987.0,The Complete Phantom of the Opera,The Complete Phantom of the Opera,eng,4.29,13681,13752,58,199,456,1923,3728,7446
7116,295834,30,"Michael Buckley, Peter Ferguson",2005.0,The Unusual Suspects,"The Unusual Suspects (The Sisters Grimm, #2)",en-US,4.22,17793,18509,853,131,446,3074,6344,8514
7118,228992,33,Stephen R. Donaldson,1983.0,The White Gold Wielder,"White Gold Wielder (The Second Chronicles of Thomas Covenant, #3)",eng,4.01,14117,15569,143,259,711,3255,5757,5587
7119,203288,35,Anne McCaffrey,1969.0,The Ship Who Sang,"The Ship Who Sang (Brainship, #1)",en-US,4.0,18613,19183,337,173,902,4587,6687,6834
7120,23168817,28,"Liu Cixin, Joel Martinsen",2008.0,黑暗森林,"The Dark Forest (Remembrance of Earth’s Past, #2)",eng,4.38,12476,16560,1669,82,347,1664,5617,8850
7121,11806716,25,Mira Grant,2012.0,Blackout,"Blackout (Newsflesh Trilogy, #3)",eng,4.11,14819,16807,1621,234,712,2803,6256,6802
7123,32443,52,"Leigh Nichols, Dean Koontz",1981.0,The Eyes of Darkness,The Eyes of Darkness,eng,3.85,14002,14761,296,153,789,4451,5099,4269
7124,47957,22,Anne Bishop,1999.0,Heir to the Shadows,"Heir to the Shadows (The Black Jewels, #2)",en-US,4.33,18541,20479,556,207,563,2571,6074,11064
